utb_ms,ute_ms,type,flagcomms
1219792453000,1219796825000,"EARTH","FALSE"
1219796825000,1219813140000,"EARTH","TRUE"
1219813140000,1219813204000,"EARTH","FALSE"
1219813204000,1219813819000,"SLEW","FALSE"
1219813819000,1219816959000,"NADIR","FALSE"
1219816959000,1219818759000,"SLEW","FALSE"
1219818759000,1219834222000,"WARMUP","FALSE"
1219834222000,1219836022000,"SLEW","FALSE"
1219836022000,1219837822000,"EARTH","FALSE"
1219837822000,1219839187000,"SLEW","FALSE"
1219839187000,1219843407000,"INERTIAL","FALSE"
1219843407000,1219844772000,"SLEW","FALSE"
1219844772000,1219847464000,"EARTH","FALSE"
1219847464000,1219862901000,"EARTH","TRUE"
1219862901000,1219863186000,"EARTH","FALSE"
1219863186000,1219863738000,"SLEW","FALSE"
1219863738000,1219865648000,"NADIR","FALSE"
1219865648000,1219866399000,"SLEW","FALSE"
1219866399000,1219867508000,"INERTIAL","FALSE"
1219867508000,1219869279000,"SLEW","FALSE"
1219869279000,1219874055000,"EARTH","FALSE"
1219874055000,1219879455000,"MAINTENANCE","FALSE"
1219879455000,1219881304000,"D1PVMC","FALSE"
1219881304000,1219883104000,"SLEW","FALSE"
1219883104000,1219887548000,"EARTH","TRUE"
1219887548000,1219887855000,"EARTH","FALSE"
1219887855000,1219888407000,"SLEW","FALSE"
1219888407000,1219890887000,"NADIR","FALSE"
1219890887000,1219892385000,"SLEW","FALSE"
1219892385000,1219900322000,"EARTH","TRUE"
1219900322000,1219902122000,"SLEW","FALSE"
1219902122000,1219908115000,"WARMUP","FALSE"
1219908115000,1219909915000,"SLEW","FALSE"
1219909915000,1219911715000,"EARTH","FALSE"
1219911715000,1219912088000,"SLEW","FALSE"
1219912088000,1219914508000,"INERTIAL","FALSE"
1219914508000,1219914881000,"SLEW","FALSE"
1219914881000,1219914963000,"EARTH","FALSE"
1219914963000,1219936845000,"EARTH","TRUE"
1219936845000,1219937114000,"EARTH","FALSE"
1219937114000,1219937658000,"SLEW","FALSE"
1219937658000,1219940168000,"NADIR","FALSE"
1219940168000,1219941968000,"SLEW","FALSE"
1219941968000,1219957194000,"WARMUP","FALSE"
1219957194000,1219958994000,"SLEW","FALSE"
1219958994000,1219960794000,"EARTH","FALSE"
1219960794000,1219962276000,"SLEW","FALSE"
1219962276000,1219963616000,"INERTIAL","FALSE"
1219963616000,1219965098000,"SLEW","FALSE"
1219965098000,1219969322000,"EARTH","FALSE"
1219969322000,1219986150000,"EARTH","TRUE"
1219986150000,1219986434000,"EARTH","FALSE"
1219986434000,1219986978000,"SLEW","FALSE"
1219986978000,1219989458000,"NADIR","FALSE"
1219989458000,1219991258000,"SLEW","FALSE"
1219991258000,1219997269000,"WARMUP","FALSE"
1219997269000,1220002669000,"MAINTENANCE","FALSE"
1220002669000,1220006100000,"D1PVMC","FALSE"
1220006100000,1220007900000,"SLEW","FALSE"
1220007900000,1220010319000,"EARTH","FALSE"
1220010319000,1220011684000,"SLEW","FALSE"
1220011684000,1220015904000,"INERTIAL","FALSE"
1220015904000,1220017704000,"SLEW","FALSE"
1220017704000,1220025661000,"WARMUP","FALSE"
1220025661000,1220027461000,"SLEW","FALSE"
1220027461000,1220033524000,"EARTH","TRUE"
1220033524000,1220033588000,"EARTH","FALSE"
1220033588000,1220034402000,"SLEW","FALSE"
1220034402000,1220038322000,"NADIR","FALSE"
1220038322000,1220039714000,"SLEW","FALSE"
1220039714000,1220059371000,"EARTH","TRUE"
1220059371000,1220060845000,"SLEW","FALSE"
1220060845000,1220062185000,"INERTIAL","FALSE"
1220062185000,1220063659000,"SLEW","FALSE"
1220063659000,1220065554000,"EARTH","FALSE"
1220065554000,1220066977000,"SLEW","FALSE"
1220066977000,1220067780000,"INERTIAL","FALSE"
1220067780000,1220069580000,"SLEW","FALSE"
1220069580000,1220080460000,"WARMUP","TRUE"
1220080460000,1220082260000,"SLEW","FALSE"
1220082260000,1220084060000,"EARTH","FALSE"
1220084060000,1220085007000,"SLEW","FALSE"
1220085007000,1220085927000,"INERTIAL","FALSE"
1220085927000,1220087327000,"SLEW","FALSE"
1220087327000,1220089527000,"INERTIAL","FALSE"
1220089527000,1220091327000,"SLEW","FALSE"
1220091327000,1220095837000,"WARMUP","FALSE"
1220095837000,1220101237000,"MAINTENANCE","FALSE"
1220101237000,1220104800000,"D1PVMC","FALSE"
1220104800000,1220106600000,"SLEW","FALSE"
1220106600000,1220108924000,"EARTH","FALSE"
1220108924000,1220109531000,"SLEW","FALSE"
1220109531000,1220113571000,"NADIR","FALSE"
1220113571000,1220115201000,"SLEW","FALSE"
1220115201000,1220133509000,"EARTH","TRUE"
1220133509000,1220133573000,"EARTH","FALSE"
1220133573000,1220134176000,"SLEW","FALSE"
1220134176000,1220137316000,"NADIR","FALSE"
1220137316000,1220138798000,"SLEW","FALSE"
1220138798000,1220158148000,"EARTH","TRUE"
1220158148000,1220158212000,"EARTH","FALSE"
1220158212000,1220158815000,"SLEW","FALSE"
1220158815000,1220161955000,"NADIR","FALSE"
1220161955000,1220163755000,"SLEW","FALSE"
1220163755000,1220169764000,"WARMUP","FALSE"
1220169764000,1220175164000,"MAINTENANCE","FALSE"
1220175164000,1220178600000,"D1PVMC","FALSE"
1220178600000,1220180400000,"SLEW","FALSE"
1220180400000,1220183469000,"EARTH","FALSE"
1220183469000,1220184177000,"SLEW","FALSE"
1220184177000,1220186057000,"INERTIAL","FALSE"
1220186057000,1220187857000,"SLEW","FALSE"
1220187857000,1220197258000,"WARMUP","FALSE"
1220197258000,1220199058000,"SLEW","FALSE"
1220199058000,1220207432000,"EARTH","TRUE"
1220207432000,1220207492000,"EARTH","FALSE"
1220207492000,1220208095000,"SLEW","FALSE"
1220208095000,1220211235000,"NADIR","FALSE"
1220211235000,1220212709000,"SLEW","FALSE"
1220212709000,1220220596000,"EARTH","TRUE"
1220220596000,1220222396000,"SLEW","FALSE"
1220222396000,1220228280000,"WARMUP","FALSE"
1220228280000,1220230080000,"SLEW","FALSE"
1220230080000,1220231880000,"EARTH","TRUE"
1220231880000,1220233342000,"SLEW","FALSE"
1220233342000,1220234682000,"INERTIAL","FALSE"
1220234682000,1220236144000,"SLEW","FALSE"
1220236144000,1220245436000,"EARTH","TRUE"
1220245436000,1220247236000,"SLEW","FALSE"
1220247236000,1220253182000,"WARMUP","FALSE"
1220253182000,1220254982000,"SLEW","FALSE"
1220254982000,1220256782000,"EARTH","FALSE"
1220256782000,1220257385000,"SLEW","FALSE"
1220257385000,1220260525000,"NADIR","FALSE"
1220260525000,1220262325000,"SLEW","FALSE"
1220262325000,1220268337000,"WARMUP","FALSE"
1220268337000,1220273737000,"MAINTENANCE","FALSE"
1220273737000,1220277180000,"D1PVMC","FALSE"
1220277180000,1220278980000,"SLEW","FALSE"
1220278980000,1220281439000,"EARTH","FALSE"
1220281439000,1220282452000,"SLEW","FALSE"
1220282452000,1220285112000,"INERTIAL","FALSE"
1220285112000,1220286152000,"SLEW","FALSE"
1220286152000,1220304516000,"EARTH","TRUE"
1220304516000,1220305353000,"SLEW","FALSE"
1220305353000,1220309213000,"NADIR","FALSE"
1220309213000,1220310531000,"SLEW","FALSE"
1220310531000,1220314436000,"EARTH","FALSE"
1220314436000,1220331255000,"EARTH","TRUE"
1220331255000,1220331545000,"EARTH","FALSE"
1220331545000,1220332062000,"SLEW","FALSE"
1220332062000,1220334452000,"NADIR","FALSE"
1220334452000,1220336252000,"SLEW","FALSE"
1220336252000,1220343055000,"WARMUP","FALSE"
1220343055000,1220344855000,"SLEW","FALSE"
1220344855000,1220355468000,"EARTH","TRUE"
1220355468000,1220355528000,"EARTH","FALSE"
1220355528000,1220356072000,"SLEW","FALSE"
1220356072000,1220358252000,"INERTIAL","FALSE"
1220358252000,1220360052000,"SLEW","FALSE"
1220360052000,1220366900000,"WARMUP","TRUE"
1220366900000,1220372300000,"MAINTENANCE","FALSE"
1220372300000,1220375700000,"D1PVMC","FALSE"
1220375700000,1220377500000,"SLEW","FALSE"
1220377500000,1220379993000,"EARTH","FALSE"
1220379993000,1220380592000,"SLEW","FALSE"
1220380592000,1220383732000,"NADIR","FALSE"
1220383732000,1220385532000,"SLEW","FALSE"
1220385532000,1220400788000,"WARMUP","FALSE"
1220400788000,1220402588000,"SLEW","FALSE"
1220402588000,1220404388000,"EARTH","TRUE"
1220404388000,1220405839000,"SLEW","FALSE"
1220405839000,1220407179000,"INERTIAL","FALSE"
1220407179000,1220408630000,"SLEW","FALSE"
1220408630000,1220417992000,"EARTH","TRUE"
1220417992000,1220419792000,"SLEW","FALSE"
1220419792000,1220425686000,"WARMUP","FALSE"
1220425686000,1220427486000,"SLEW","FALSE"
1220427486000,1220429286000,"EARTH","TRUE"
1220429286000,1220429881000,"SLEW","FALSE"
1220429881000,1220432421000,"NADIR","FALSE"
1220432421000,1220433223000,"SLEW","FALSE"
1220433223000,1220434881000,"INERTIAL","FALSE"
1220434881000,1220436681000,"SLEW","FALSE"
1220436681000,1220450080000,"WARMUP","FALSE"
1220450080000,1220451880000,"SLEW","FALSE"
1220451880000,1220453680000,"EARTH","FALSE"
1220453680000,1220455127000,"SLEW","FALSE"
1220455127000,1220456467000,"INERTIAL","FALSE"
1220456467000,1220457914000,"SLEW","FALSE"
1220457914000,1220478510000,"EARTH","TRUE"
1220478510000,1220478570000,"EARTH","FALSE"
1220478570000,1220479165000,"SLEW","FALSE"
1220479165000,1220483205000,"NADIR","FALSE"
1220483205000,1220485005000,"SLEW","FALSE"
1220485005000,1220490114000,"WARMUP","FALSE"
1220490114000,1220495514000,"MAINTENANCE","FALSE"
1220495514000,1220499000000,"D1PVMC","FALSE"
1220499000000,1220500800000,"SLEW","FALSE"
1220500800000,1220504861000,"EARTH","FALSE"
1220504861000,1220505366000,"SLEW","FALSE"
1220505366000,1220505746000,"INERTIAL","FALSE"
1220505746000,1220507546000,"SLEW","FALSE"
1220507546000,1220524451000,"WARMUP","FALSE"
1220524451000,1220526251000,"SLEW","FALSE"
1220526251000,1220528051000,"EARTH","FALSE"
1220528051000,1220529287000,"SLEW","FALSE"
1220529287000,1220530207000,"INERTIAL","FALSE"
1220530207000,1220532007000,"SLEW","FALSE"
1220532007000,1220543152000,"WARMUP","FALSE"
1220543152000,1220544952000,"SLEW","FALSE"
1220544952000,1220552436000,"EARTH","TRUE"
1220552436000,1220552500000,"EARTH","FALSE"
1220552500000,1220553091000,"SLEW","FALSE"
1220553091000,1220556231000,"NADIR","FALSE"
1220556231000,1220557682000,"SLEW","FALSE"
1220557682000,1220577084000,"EARTH","TRUE"
1220577084000,1220577144000,"EARTH","FALSE"
1220577144000,1220577735000,"SLEW","FALSE"
1220577735000,1220580875000,"NADIR","FALSE"
1220580875000,1220582675000,"SLEW","FALSE"
1220582675000,1220588683000,"WARMUP","FALSE"
1220588683000,1220594083000,"MAINTENANCE","FALSE"
1220594083000,1220598183000,"WARMUP","FALSE"
1220598183000,1220599983000,"SLEW","FALSE"
1220599983000,1220601783000,"EARTH","FALSE"
1220601783000,1220602374000,"SLEW","FALSE"
1220602374000,1220604914000,"NADIR","FALSE"
1220604914000,1220605744000,"SLEW","FALSE"
1220605744000,1220607674000,"INERTIAL","FALSE"
1220607674000,1220609474000,"SLEW","FALSE"
1220609474000,1220622806000,"WARMUP","FALSE"
1220622806000,1220624606000,"SLEW","FALSE"
1220624606000,1220626406000,"EARTH","FALSE"
1220626406000,1220627017000,"SLEW","FALSE"
1220627017000,1220630399000,"ACROSS_TRACK","FALSE"
1220630399000,1220631889000,"SLEW","FALSE"
1220631889000,1220651062000,"EARTH","TRUE"
1220651062000,1220651653000,"SLEW","FALSE"
1220651653000,1220654193000,"NADIR","FALSE"
1220654193000,1220655483000,"SLEW","FALSE"
1220655483000,1220656044000,"EARTH","FALSE"
1220656044000,1220657713000,"SLEW","FALSE"
1220657713000,1220662893000,"INERTIAL","FALSE"
1220662893000,1220664693000,"SLEW","FALSE"
1220664693000,1220672076000,"WARMUP","FALSE"
1220672076000,1220673876000,"SLEW","FALSE"
1220673876000,1220675676000,"EARTH","FALSE"
1220675676000,1220676299000,"SLEW","FALSE"
1220676299000,1220679797000,"ACROSS_TRACK","FALSE"
1220679797000,1220681597000,"SLEW","FALSE"
1220681597000,1220687249000,"WARMUP","FALSE"
1220687249000,1220692649000,"MAINTENANCE","FALSE"
1220692649000,1220692709000,"EARTH","FALSE"
1220692709000,1220700291000,"EARTH","TRUE"
1220700291000,1220700355000,"EARTH","FALSE"
1220700355000,1220700942000,"SLEW","FALSE"
1220700942000,1220704082000,"NADIR","FALSE"
1220704082000,1220705521000,"SLEW","FALSE"
1220705521000,1220716487000,"EARTH","TRUE"
1220716487000,1220718287000,"SLEW","FALSE"
1220718287000,1220721893000,"WARMUP","FALSE"
1220721893000,1220723693000,"SLEW","FALSE"
1220723693000,1220725493000,"EARTH","FALSE"
1220725493000,1220726248000,"SLEW","FALSE"
1220726248000,1220728188000,"INERTIAL","FALSE"
1220728188000,1220729988000,"SLEW","FALSE"
1220729988000,1220744742000,"WARMUP","FALSE"
1220744742000,1220746542000,"SLEW","FALSE"
1220746542000,1220748342000,"EARTH","TRUE"
1220748342000,1220749148000,"SLEW","FALSE"
1220749148000,1220753068000,"NADIR","FALSE"
1220753068000,1220754433000,"SLEW","FALSE"
1220754433000,1220754804000,"EARTH","FALSE"
1220754804000,1220763166000,"EARTH","TRUE"
1220763166000,1220764966000,"SLEW","FALSE"
1220764966000,1220770514000,"WARMUP","FALSE"
1220770514000,1220772314000,"SLEW","FALSE"
1220772314000,1220774114000,"EARTH","FALSE"
1220774114000,1220774506000,"SLEW","FALSE"
1220774506000,1220777106000,"INERTIAL","FALSE"
1220777106000,1220778906000,"SLEW","FALSE"
1220778906000,1220785814000,"WARMUP","FALSE"
1220785814000,1220791214000,"MAINTENANCE","FALSE"
1220791214000,1220794620000,"D1PVMC","FALSE"
1220794620000,1220796420000,"SLEW","FALSE"
1220796420000,1220798687000,"EARTH","FALSE"
1220798687000,1220800106000,"SLEW","FALSE"
1220800106000,1220801446000,"INERTIAL","FALSE"
1220801446000,1220802861000,"SLEW","FALSE"
1220802861000,1220805048000,"EARTH","FALSE"
1220805048000,1220823497000,"EARTH","TRUE"
1220823497000,1220823557000,"EARTH","FALSE"
1220823557000,1220824144000,"SLEW","FALSE"
1220824144000,1220828184000,"NADIR","FALSE"
1220828184000,1220829767000,"SLEW","FALSE"
1220829767000,1220834147000,"EARTH","FALSE"
1220834147000,1220848903000,"EARTH","TRUE"
1220848903000,1220849205000,"EARTH","FALSE"
1220849205000,1220849691000,"SLEW","FALSE"
1220849691000,1220851331000,"NADIR","FALSE"
1220851331000,1220852606000,"SLEW","FALSE"
1220852606000,1220853861000,"EARTH","FALSE"
1220853861000,1220855511000,"SLEW","FALSE"
1220855511000,1220859740000,"INERTIAL","FALSE"
1220859740000,1220865140000,"MAINTENANCE","FALSE"
1220865140000,1220868600000,"D1PVMC","FALSE"
1220868600000,1220870400000,"SLEW","FALSE"
1220870400000,1220872845000,"EARTH","FALSE"
1220872845000,1220873432000,"SLEW","FALSE"
1220873432000,1220876572000,"NADIR","FALSE"
1220876572000,1220878372000,"SLEW","FALSE"
1220878372000,1220887846000,"WARMUP","FALSE"
1220887846000,1220889646000,"SLEW","FALSE"
1220889646000,1220898203000,"EARTH","TRUE"
1220898203000,1220898495000,"EARTH","FALSE"
1220898495000,1220898977000,"SLEW","FALSE"
1220898977000,1220900917000,"NADIR","FALSE"
1220900917000,1220902274000,"SLEW","FALSE"
1220902274000,1220903451000,"EARTH","FALSE"
1220903451000,1220905277000,"SLEW","FALSE"
1220905277000,1220907337000,"NADIR","FALSE"
1220907337000,1220909338000,"SLEW","FALSE"
1220909338000,1220914904000,"WARMUP","FALSE"
1220914904000,1220916704000,"SLEW","FALSE"
1220916704000,1220918504000,"EARTH","FALSE"
1220918504000,1220919595000,"SLEW","FALSE"
1220919595000,1220921715000,"NADIR","FALSE"
1220921715000,1220923015000,"SLEW","FALSE"
1220923015000,1220924955000,"NADIR","FALSE"
1220924955000,1220926113000,"SLEW","FALSE"
1220926113000,1220926524000,"EARTH","FALSE"
1220926524000,1220935724000,"EARTH","TRUE"
1220935724000,1220937524000,"SLEW","FALSE"
1220937524000,1220943162000,"WARMUP","FALSE"
1220943162000,1220944962000,"SLEW","FALSE"
1220944962000,1220946762000,"EARTH","FALSE"
1220946762000,1220947955000,"SLEW","FALSE"
1220947955000,1220950495000,"INERTIAL","FALSE"
1220950495000,1220951739000,"SLEW","FALSE"
1220951739000,1220952578000,"EARTH","FALSE"
1220952578000,1220954255000,"SLEW","FALSE"
1220954255000,1220958303000,"INERTIAL","FALSE"
1220958303000,1220963703000,"MAINTENANCE","FALSE"
1220963703000,1220967580000,"EARTH","FALSE"
1220967580000,1220968695000,"SLEW","FALSE"
1220968695000,1220970815000,"NADIR","FALSE"
1220970815000,1220971949000,"SLEW","FALSE"
1220971949000,1220974595000,"INERTIAL","FALSE"
1220974595000,1220975163000,"SLEW","FALSE"
1220975163000,1220976045000,"EARTH","FALSE"
1220976045000,1220992158000,"EARTH","TRUE"
1220992158000,1220992422000,"EARTH","FALSE"
1220992422000,1220993517000,"SLEW","FALSE"
1220993517000,1220995637000,"NADIR","FALSE"
1220995637000,1220996937000,"SLEW","FALSE"
1220996937000,1220998877000,"NADIR","FALSE"
1220998877000,1221000677000,"SLEW","FALSE"
1221000677000,1221013466000,"WARMUP","FALSE"
1221013466000,1221015266000,"SLEW","FALSE"
1221015266000,1221017066000,"EARTH","FALSE"
1221017066000,1221018161000,"SLEW","FALSE"
1221018161000,1221020281000,"NADIR","FALSE"
1221020281000,1221021281000,"SLEW","FALSE"
1221021281000,1221023821000,"NADIR","FALSE"
1221023821000,1221025621000,"SLEW","FALSE"
1221025621000,1221038101000,"WARMUP","FALSE"
1221038101000,1221039901000,"SLEW","FALSE"
1221039901000,1221041701000,"EARTH","FALSE"
1221041701000,1221042800000,"SLEW","FALSE"
1221042800000,1221044920000,"NADIR","FALSE"
1221044920000,1221046220000,"SLEW","FALSE"
1221046220000,1221048160000,"NADIR","FALSE"
1221048160000,1221049960000,"SLEW","FALSE"
1221049960000,1221056870000,"WARMUP","FALSE"
1221056870000,1221062270000,"MAINTENANCE","FALSE"
1221062270000,1221062444000,"EARTH","FALSE"
1221062444000,1221070747000,"EARTH","TRUE"
1221070747000,1221071048000,"EARTH","FALSE"
1221071048000,1221071522000,"SLEW","FALSE"
1221071522000,1221073102000,"NADIR","FALSE"
1221073102000,1221074357000,"SLEW","FALSE"
1221074357000,1221083382000,"EARTH","TRUE"
1221083382000,1221085182000,"SLEW","FALSE"
1221085182000,1221091015000,"WARMUP","FALSE"
1221091015000,1221092815000,"SLEW","FALSE"
1221092815000,1221094615000,"EARTH","FALSE"
1221094615000,1221095198000,"SLEW","FALSE"
1221095198000,1221098338000,"NADIR","FALSE"
1221098338000,1221099750000,"SLEW","FALSE"
1221099750000,1221108281000,"EARTH","TRUE"
1221108281000,1221110081000,"SLEW","FALSE"
1221110081000,1221116056000,"WARMUP","TRUE"
1221116056000,1221117856000,"SLEW","FALSE"
1221117856000,1221119656000,"EARTH","FALSE"
1221119656000,1221120443000,"SLEW","FALSE"
1221120443000,1221122683000,"INERTIAL","FALSE"
1221122683000,1221124483000,"SLEW","FALSE"
1221124483000,1221130792000,"WARMUP","FALSE"
1221130792000,1221136192000,"MAINTENANCE","FALSE"
1221136192000,1221139500000,"D1PVMC","FALSE"
1221139500000,1221141300000,"SLEW","FALSE"
1221141300000,1221142877000,"EARTH","FALSE"
1221142877000,1221143644000,"SLEW","FALSE"
1221143644000,1221147624000,"NADIR","FALSE"
1221147624000,1221149032000,"SLEW","FALSE"
1221149032000,1221168349000,"EARTH","TRUE"
1221168349000,1221169729000,"SLEW","FALSE"
1221169729000,1221171069000,"INERTIAL","FALSE"
1221171069000,1221172449000,"SLEW","FALSE"
1221172449000,1221177101000,"EARTH","FALSE"
1221177101000,1221193126000,"EARTH","TRUE"
1221193126000,1221193189000,"EARTH","FALSE"
1221193189000,1221193769000,"SLEW","FALSE"
1221193769000,1221197809000,"NADIR","FALSE"
1221197809000,1221199609000,"SLEW","FALSE"
1221199609000,1221214030000,"WARMUP","FALSE"
1221214030000,1221215830000,"SLEW","FALSE"
1221215830000,1221217630000,"EARTH","FALSE"
1221217630000,1221219006000,"SLEW","FALSE"
1221219006000,1221220346000,"INERTIAL","FALSE"
1221220346000,1221222146000,"SLEW","FALSE"
1221222146000,1221229353000,"WARMUP","FALSE"
1221229353000,1221234753000,"MAINTENANCE","FALSE"
1221234753000,1221243287000,"EARTH","TRUE"
1221243287000,1221243594000,"EARTH","FALSE"
1221243594000,1221244064000,"SLEW","FALSE"
1221244064000,1221245584000,"NADIR","FALSE"
1221245584000,1221246824000,"SLEW","FALSE"
1221246824000,1221265881000,"EARTH","TRUE"
1221265881000,1221267681000,"SLEW","FALSE"
1221267681000,1221270821000,"NADIR","FALSE"
1221270821000,1221272221000,"SLEW","FALSE"
1221272221000,1221280838000,"EARTH","TRUE"
1221280838000,1221282638000,"SLEW","FALSE"
1221282638000,1221288063000,"WARMUP","FALSE"
1221288063000,1221289863000,"SLEW","FALSE"
1221289863000,1221291663000,"EARTH","FALSE"
1221291663000,1221292567000,"SLEW","FALSE"
1221292567000,1221293427000,"INERTIAL","FALSE"
1221293427000,1221294331000,"SLEW","FALSE"
1221294331000,1221301316000,"EARTH","FALSE"
1221301316000,1221303247000,"SLEW","FALSE"
