sz,sa,sx,sy,date,subsystem,utb_ms,ute_ms,type,flagcomms,description,sunmars_km,eclipseduration_min,solarconstantmars,sunmarsearthangle_deg,earthmars_km,occultationduration_min
0.0,0.0,0.0,0.0,2008-08-22 02:03,1,0,0,1,1,537,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 02:06,1,0,0,1,1,462,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 02:08,3,0,0,1,1,138,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 02:09,1,0,0,1,1,211,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 02:11,1,0,0,1,1,415,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 02:11,1,0,0,1,1,604,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 02:12,43,0,0,1,1,456,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 02:15,1,0,0,1,1,263,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 02:19,136,0,0,1,1,145,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 02:19,136,0,0,1,1,295,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 02:19,151,0,0,1,1,145,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 02:19,151,0,0,1,1,295,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 02:22,1,0,0,1,1,64,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 02:32,1,0,0,1,1,177,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 02:37,1,0,0,1,1,608,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 02:38,1,0,0,1,1,364,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 02:41,169,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 02:41,165,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 02:42,77,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 02:44,1,1219373093000,1219374563000,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 02:45,149,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 02:46,1,0,0,1,1,536,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 02:47,40,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 02:48,127,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 02:50,101,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 03:02,1,0,0,1,1,464,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 03:08,1,0,0,1,1,566,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 03:09,1,1219374563000,1219376633000,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 03:14,15,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 03:18,32,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 03:18,47,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 03:18,68,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 03:18,31,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 03:21,95,0,0,1,1,251,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 03:26,1,0,0,1,1,322,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 03:43,1,1219376633000,1219381144000,6,2,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 04:59,1,1219381144000,1219386604000,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 05:33,1,0,0,1,1,141,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 05:33,1,0,0,1,1,551,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 05:45,112,0,0,1,1,544,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 06:08,1,0,0,1,1,31,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 06:10,1,0,0,1,1,368,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 06:30,1,1219386604000,1219386664000,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 06:31,1,1219386664000,1219394266000,6,2,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 06:45,1,0,0,1,1,37,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 06:48,1,0,0,1,1,530,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 07:19,68,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 07:19,47,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 07:19,124,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 07:19,31,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 07:19,32,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 07:50,20,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 07:50,7,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 07:50,73,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 07:51,113,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 07:52,144,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 07:52,113,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 07:53,113,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 07:54,113,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 07:55,113,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 07:55,20,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 07:56,73,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 07:57,113,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 07:57,144,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 07:58,113,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 07:59,113,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 08:00,113,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 08:00,12,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 08:01,20,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 08:02,73,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 08:03,113,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 08:03,144,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 08:03,20,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 08:04,132,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 08:04,164,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 08:04,113,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 08:04,144,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 08:21,1,0,0,1,1,432,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 08:28,64,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 08:30,110,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 08:32,133,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 08:32,159,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 08:32,34,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 08:32,160,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 08:35,175,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 08:35,45,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 08:35,80,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 08:36,90,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 08:36,22,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 08:36,75,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 08:36,99,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 08:36,126,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 08:36,80,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 08:36,63,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 08:37,46,1219394266000,1219394900000,5,1,454,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 08:40,145,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 08:41,1,0,0,1,1,140,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 08:42,1,0,0,1,1,58,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 08:43,152,0,0,1,1,84,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 08:43,152,0,0,1,1,367,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 08:43,97,0,0,1,1,84,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 08:43,97,0,0,1,1,367,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 08:44,76,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 08:44,162,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 08:44,82,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 08:44,53,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 08:44,98,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 08:44,44,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 08:47,116,0,0,1,1,495,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 08:47,108,0,0,1,1,495,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 08:48,1,1219394900000,1219397740000,4,1,466,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 08:50,129,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 08:50,147,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 08:51,142,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 08:52,1,0,0,1,1,83,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 08:53,1,0,0,1,1,7,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 08:57,1,0,0,1,1,462,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 08:59,170,0,0,1,1,138,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 09:03,41,0,0,1,1,456,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 09:10,16,0,0,1,1,341,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 09:10,24,0,0,1,1,248,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 09:10,24,0,0,1,1,341,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 09:10,16,0,0,1,1,248,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 09:13,1,0,0,1,1,465,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 09:14,1,0,0,1,1,33,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 09:14,1,0,0,1,1,552,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 09:19,1,0,0,1,1,170,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 09:22,1,0,0,1,1,177,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 09:28,1,0,0,1,1,608,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 09:32,77,0,0,1,1,364,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 09:32,165,0,0,1,1,364,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 09:32,169,0,0,1,1,364,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 09:35,1,1219397740000,1219399210000,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 09:36,149,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 09:37,1,0,0,1,1,536,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 09:38,40,0,0,1,1,532,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 09:39,127,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 09:41,101,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 09:43,1,0,0,1,1,460,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 09:59,1,0,0,1,1,566,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 10:00,1,1219399210000,1219404553000,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 10:05,15,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 10:06,30,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 10:09,31,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 10:09,32,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 10:09,47,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 10:09,68,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 10:12,95,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 11:00,1,0,0,1,1,20,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 11:12,75,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 11:29,1,1219404553000,1219405848000,6,2,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 11:31,79,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 11:31,64,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 11:31,109,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 11:31,168,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 11:32,138,0,0,1,1,41,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 11:34,102,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 11:34,103,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 11:34,31,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 11:34,17,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 11:34,20,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 11:35,161,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-22 11:35,13,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
