utb_ms,ute_ms,type,flagcomms
1338252929000,1338254729000,"D1PVMC","FALSE"
1338254729000,1338256529000,"SLEW","FALSE"
1338256529000,1338259382000,"EARTH","FALSE"
1338259382000,1338261359000,"SLEW","FALSE"
1338261359000,1338263239000,"INERTIAL","FALSE"
1338263239000,1338265216000,"SLEW","FALSE"
1338265216000,1338266267000,"EARTH","FALSE"
1338266267000,1338267467000,"SLEW","FALSE"
1338267467000,1338268147000,"INERTIAL","FALSE"
1338268147000,1338269347000,"SLEW","FALSE"
1338269347000,1338285436000,"EARTH","FALSE"
1338285436000,1338286947000,"SLEW","FALSE"
1338286947000,1338292307000,"D4PNPO","FALSE"
1338292307000,1338293507000,"SLEW","FALSE"
1338293507000,1338300711000,"EARTH","FALSE"
1338300711000,1338301911000,"SLEW","FALSE"
1338301911000,1338306251000,"INERTIAL","FALSE"
1338306251000,1338307451000,"SLEW","FALSE"
1338307451000,1338310454000,"EARTH","FALSE"
1338310454000,1338312111000,"SLEW","FALSE"
1338312111000,1338312851000,"NADIR","FALSE"
1338312851000,1338313790000,"SLEW","FALSE"
1338313790000,1338315730000,"D2PLND","FALSE"
1338315730000,1338316930000,"SLEW","FALSE"
1338316930000,1338335067000,"EARTH","FALSE"
1338335067000,1338336858000,"SLEW","FALSE"
1338336858000,1338340898000,"ACROSS_TRACK","FALSE"
1338340898000,1338342098000,"SLEW","FALSE"
1338342098000,1338348194000,"EARTH","FALSE"
1338348194000,1338353594000,"MAINTENANCE","FALSE"
1338353594000,1338355394000,"D1PVMC","FALSE"
1338355394000,1338357194000,"SLEW","FALSE"
1338357194000,1338360931000,"EARTH","FALSE"
1338360931000,1338362447000,"SLEW","FALSE"
1338362447000,1338367807000,"D4PNPO","FALSE"
1338367807000,1338369007000,"SLEW","FALSE"
1338369007000,1338387512000,"EARTH","FALSE"
1338387512000,1338388712000,"SLEW","FALSE"
1338388712000,1338392733000,"ACROSS_TRACK","FALSE"
1338392733000,1338393933000,"SLEW","FALSE"
1338393933000,1338412784000,"EARTH","FALSE"
1338412784000,1338413984000,"SLEW","FALSE"
1338413984000,1338418024000,"NADIR","FALSE"
1338418024000,1338419224000,"SLEW","FALSE"
1338419224000,1338423697000,"EARTH","FALSE"
1338423697000,1338429097000,"MAINTENANCE","FALSE"
1338429097000,1338430897000,"D1PVMC","FALSE"
1338430897000,1338432697000,"SLEW","FALSE"
1338432697000,1338436328000,"EARTH","FALSE"
1338436328000,1338437528000,"SLEW","FALSE"
1338437528000,1338442288000,"INERTIAL","FALSE"
1338442288000,1338443488000,"SLEW","FALSE"
1338443488000,1338444470000,"EARTH","FALSE"
1338444470000,1338445670000,"SLEW","FALSE"
1338445670000,1338446410000,"INERTIAL","FALSE"
1338446410000,1338447610000,"SLEW","FALSE"
1338447610000,1338461591000,"EARTH","FALSE"
1338461591000,1338463116000,"SLEW","FALSE"
1338463116000,1338468476000,"D4PNPO","FALSE"
1338468476000,1338469676000,"SLEW","FALSE"
1338469676000,1338477480000,"EARTH","FALSE"
1338477480000,1338478680000,"SLEW","FALSE"
1338478680000,1338483920000,"D4PNPO","FALSE"
1338483920000,1338485358000,"SLEW","FALSE"
1338485358000,1338488160000,"EARTH","FALSE"
1338488160000,1338489360000,"SLEW","FALSE"
1338489360000,1338493400000,"NADIR","FALSE"
1338493400000,1338494600000,"SLEW","FALSE"
1338494600000,1338511049000,"EARTH","FALSE"
1338511049000,1338513028000,"SLEW","FALSE"
1338513028000,1338518388000,"INERTIAL","FALSE"
1338518388000,1338520367000,"SLEW","FALSE"
1338520367000,1338524364000,"EARTH","FALSE"
1338524364000,1338529764000,"MAINTENANCE","FALSE"
1338529764000,1338535983000,"WARMUP","FALSE"
1338535983000,1338537783000,"SLEW","FALSE"
1338537783000,1338538683000,"EARTH","FALSE"
1338538683000,1338539883000,"SLEW","FALSE"
1338539883000,1338543917000,"ACROSS_TRACK","FALSE"
1338543917000,1338545117000,"SLEW","FALSE"
1338545117000,1338557283000,"EARTH","FALSE"
1338557283000,1338558575000,"SLEW","FALSE"
1338558575000,1338559615000,"INERTIAL","FALSE"
1338559615000,1338560907000,"SLEW","FALSE"
1338560907000,1338563800000,"EARTH","FALSE"
1338563800000,1338565000000,"SLEW","FALSE"
1338565000000,1338569023000,"ACROSS_TRACK","FALSE"
1338569023000,1338570223000,"SLEW","FALSE"
1338570223000,1338587269000,"EARTH","FALSE"
1338587269000,1338588953000,"SLEW","FALSE"
1338588953000,1338592693000,"NADIR","FALSE"
1338592693000,1338593893000,"SLEW","FALSE"
1338593893000,1338599866000,"EARTH","FALSE"
1338599866000,1338605266000,"MAINTENANCE","FALSE"
1338605266000,1338607066000,"D1PVMC","FALSE"
1338607066000,1338608866000,"SLEW","FALSE"
1338608866000,1338610966000,"EARTH","FALSE"
1338610966000,1338612166000,"SLEW","FALSE"
1338612166000,1338615384000,"INERTIAL","FALSE"
1338615384000,1338616584000,"SLEW","FALSE"
1338616584000,1338636250000,"EARTH","FALSE"
1338636250000,1338638325000,"SLEW","FALSE"
1338638325000,1338643685000,"D4PNPO","FALSE"
1338643685000,1338644885000,"SLEW","FALSE"
1338644885000,1338652761000,"EARTH","FALSE"
1338652761000,1338653961000,"SLEW","FALSE"
1338653961000,1338655061000,"INERTIAL","FALSE"
1338655061000,1338656261000,"SLEW","FALSE"
1338656261000,1338664449000,"EARTH","FALSE"
1338664449000,1338665649000,"SLEW","FALSE"
1338665649000,1338669689000,"NADIR","FALSE"
1338669689000,1338670889000,"SLEW","FALSE"
1338670889000,1338675365000,"EARTH","FALSE"
1338675365000,1338680765000,"MAINTENANCE","FALSE"
1338680765000,1338687377000,"EARTH","FALSE"
1338687377000,1338689197000,"SLEW","FALSE"
1338689197000,1338692816000,"NADIR","FALSE"
1338692816000,1338694016000,"SLEW","FALSE"
1338694016000,1338698407000,"EARTH","FALSE"
1338698407000,1338699607000,"SLEW","FALSE"
1338699607000,1338700287000,"INERTIAL","FALSE"
1338700287000,1338701487000,"SLEW","FALSE"
1338701487000,1338702387000,"EARTH","FALSE"
1338702387000,1338704187000,"SLEW","FALSE"
1338704187000,1338709833000,"WARMUP","FALSE"
1338709833000,1338711633000,"SLEW","FALSE"
1338711633000,1338712533000,"EARTH","FALSE"
1338712533000,1338714365000,"SLEW","FALSE"
1338714365000,1338717145000,"ACROSS_TRACK","FALSE"
1338717145000,1338718345000,"SLEW","FALSE"
1338718345000,1338736988000,"EARTH","FALSE"
1338736988000,1338739051000,"SLEW","FALSE"
1338739051000,1338742971000,"INERTIAL","FALSE"
1338742971000,1338745034000,"SLEW","FALSE"
1338745034000,1338765121000,"EARTH","FALSE"
1338765121000,1338766321000,"SLEW","FALSE"
1338766321000,1338770361000,"NADIR","FALSE"
1338770361000,1338771561000,"SLEW","FALSE"
1338771561000,1338776034000,"EARTH","FALSE"
1338776034000,1338781434000,"MAINTENANCE","FALSE"
1338781434000,1338783234000,"D1PVMC","FALSE"
1338783234000,1338785034000,"SLEW","FALSE"
1338785034000,1338787225000,"EARTH","FALSE"
1338787225000,1338789324000,"SLEW","FALSE"
1338789324000,1338794684000,"D4PNPO","FALSE"
1338794684000,1338795884000,"SLEW","FALSE"
1338795884000,1338813172000,"EARTH","FALSE"
1338813172000,1338815032000,"SLEW","FALSE"
1338815032000,1338820392000,"D4PNPO","FALSE"
1338820392000,1338821592000,"SLEW","FALSE"
1338821592000,1338838908000,"EARTH","FALSE"
1338838908000,1338840617000,"SLEW","FALSE"
1338840617000,1338844357000,"NADIR","FALSE"
1338844357000,1338845557000,"SLEW","FALSE"
1338845557000,1338851532000,"EARTH","FALSE"
1338851532000,1338856932000,"MAINTENANCE","FALSE"
1338856932000,1338858732000,"D1PVMC","FALSE"
1338858732000,1338860532000,"SLEW","FALSE"
1338860532000,1338862927000,"EARTH","FALSE"
1338862927000,1338864615000,"SLEW","FALSE"
1338864615000,1338865595000,"INERTIAL","FALSE"
1338865595000,1338867283000,"SLEW","FALSE"
1338867283000,1338889333000,"EARTH","FALSE"
1338889333000,1338890533000,"SLEW","FALSE"
1338890533000,1338895893000,"INERTIAL","FALSE"
1338895893000,1338897093000,"SLEW","FALSE"
1338897093000,1338897993000,"EARTH","FALSE"
1338897993000,1338899793000,"SLEW","FALSE"
1338899793000,1338909676000,"WARMUP","FALSE"
1338909676000,1338911476000,"SLEW","FALSE"
1338911476000,1338912376000,"EARTH","FALSE"
1338912376000,1338914043000,"SLEW","FALSE"
1338914043000,1338914723000,"INERTIAL","FALSE"
1338914723000,1338917500000,"SLEW","FALSE"
1338917500000,1338919133000,"INERTIAL","FALSE"
1338919133000,1338920333000,"SLEW","FALSE"
1338920333000,1338924819000,"EARTH","FALSE"
1338924819000,1338926019000,"SLEW","FALSE"
1338926019000,1338929459000,"INERTIAL","FALSE"
1338929459000,1338930659000,"SLEW","FALSE"
1338930659000,1338935301000,"EARTH","FALSE"
1338935301000,1338936715000,"SLEW","FALSE"
1338936715000,1338937995000,"INERTIAL","FALSE"
1338937995000,1338939409000,"SLEW","FALSE"
1338939409000,1338940914000,"EARTH","FALSE"
1338940914000,1338942265000,"SLEW","FALSE"
1338942265000,1338946287000,"NADIR","FALSE"
1338946287000,1338947487000,"SLEW","FALSE"
1338947487000,1338952199000,"EARTH","FALSE"
1338952199000,1338957599000,"MAINTENANCE","FALSE"
1338957599000,1338959399000,"D1PVMC","FALSE"
1338959399000,1338961199000,"SLEW","FALSE"
1338961199000,1338964830000,"EARTH","FALSE"
1338964830000,1338966030000,"SLEW","FALSE"
1338966030000,1338971390000,"INERTIAL","FALSE"
1338971390000,1338972590000,"SLEW","FALSE"
1338972590000,1338988526000,"EARTH","FALSE"
1338988526000,1338990658000,"SLEW","FALSE"
1338990658000,1338995958000,"D4PNPO","FALSE"
1338995958000,1338997158000,"SLEW","FALSE"
1338997158000,1339016782000,"EARTH","FALSE"
1339016782000,1339017982000,"SLEW","FALSE"
1339017982000,1339022022000,"NADIR","FALSE"
1339022022000,1339023222000,"SLEW","FALSE"
1339023222000,1339027698000,"EARTH","FALSE"
1339027698000,1339033098000,"MAINTENANCE","FALSE"
1339033098000,1339039252000,"WARMUP","FALSE"
1339039252000,1339041052000,"SLEW","FALSE"
1339041052000,1339041952000,"EARTH","FALSE"
1339041952000,1339043152000,"SLEW","FALSE"
1339043152000,1339047192000,"NADIR","FALSE"
1339047192000,1339048392000,"SLEW","FALSE"
1339048392000,1339049752000,"EARTH","FALSE"
1339049752000,1339050952000,"SLEW","FALSE"
1339050952000,1339055292000,"INERTIAL","FALSE"
1339055292000,1339056492000,"SLEW","FALSE"
1339056492000,1339065498000,"EARTH","FALSE"
1339065498000,1339066698000,"SLEW","FALSE"
1339066698000,1339072058000,"INERTIAL","FALSE"
1339072058000,1339073258000,"SLEW","FALSE"
1339073258000,1339081268000,"EARTH","FALSE"
1339081268000,1339082468000,"SLEW","FALSE"
1339082468000,1339083628000,"INERTIAL","FALSE"
1339083628000,1339084828000,"SLEW","FALSE"
1339084828000,1339090008000,"EARTH","FALSE"
1339090008000,1339091864000,"SLEW","FALSE"
1339091864000,1339094644000,"NADIR","FALSE"
1339094644000,1339095844000,"SLEW","FALSE"
1339095844000,1339096744000,"EARTH","FALSE"
1339096744000,1339098544000,"SLEW","FALSE"
1339098544000,1339103198000,"WARMUP","FALSE"
1339103198000,1339108598000,"MAINTENANCE","FALSE"
1339108598000,1339115861000,"EARTH","FALSE"
1339115861000,1339117571000,"SLEW","FALSE"
1339117571000,1339121611000,"NADIR","FALSE"
1339121611000,1339122811000,"SLEW","FALSE"
1339122811000,1339123711000,"EARTH","FALSE"
1339123711000,1339125511000,"SLEW","FALSE"
1339125511000,1339137627000,"WARMUP","FALSE"
1339137627000,1339139427000,"SLEW","FALSE"
1339139427000,1339140327000,"EARTH","FALSE"
1339140327000,1339142194000,"SLEW","FALSE"
1339142194000,1339144974000,"ACROSS_TRACK","FALSE"
1339144974000,1339146174000,"SLEW","FALSE"
1339146174000,1339149856000,"EARTH","FALSE"
1339149856000,1339151056000,"SLEW","FALSE"
1339151056000,1339151736000,"INERTIAL","FALSE"
1339151736000,1339152936000,"SLEW","FALSE"
1339152936000,1339164928000,"EARTH","FALSE"
1339164928000,1339166822000,"SLEW","FALSE"
1339166822000,1339172182000,"D4PNPO","FALSE"
1339172182000,1339173382000,"SLEW","FALSE"
1339173382000,1339189305000,"EARTH","FALSE"
1339189305000,1339190978000,"SLEW","FALSE"
1339190978000,1339191898000,"INERTIAL","FALSE"
1339191898000,1339194146000,"SLEW","FALSE"
1339194146000,1339198186000,"NADIR","FALSE"
1339198186000,1339199386000,"SLEW","FALSE"
1339199386000,1339203862000,"EARTH","FALSE"
1339203862000,1339209262000,"MAINTENANCE","FALSE"
1339209262000,1339212284000,"EARTH","FALSE"
1339212284000,1339213580000,"SLEW","FALSE"
1339213580000,1339214620000,"INERTIAL","FALSE"
1339214620000,1339215915000,"SLEW","FALSE"
1339215915000,1339218116000,"EARTH","FALSE"
1339218116000,1339219316000,"SLEW","FALSE"
1339219316000,1339223356000,"NADIR","FALSE"
1339223356000,1339224556000,"SLEW","FALSE"
1339224556000,1339240631000,"EARTH","FALSE"
1339240631000,1339242693000,"SLEW","FALSE"
1339242693000,1339247501000,"INERTIAL","FALSE"
1339247501000,1339249563000,"SLEW","FALSE"
1339249563000,1339251981000,"EARTH","FALSE"
1339251981000,1339253181000,"SLEW","FALSE"
1339253181000,1339256621000,"INERTIAL","FALSE"
1339256621000,1339257821000,"SLEW","FALSE"
1339257821000,1339266155000,"EARTH","FALSE"
1339266155000,1339268027000,"SLEW","FALSE"
1339268027000,1339270807000,"NADIR","FALSE"
1339270807000,1339272007000,"SLEW","FALSE"
1339272007000,1339272907000,"EARTH","FALSE"
1339272907000,1339274707000,"SLEW","FALSE"
1339274707000,1339279361000,"WARMUP","FALSE"
1339279361000,1339284761000,"MAINTENANCE","FALSE"
1339284761000,1339292002000,"EARTH","FALSE"
1339292002000,1339293733000,"SLEW","FALSE"
1339293733000,1339297773000,"NADIR","FALSE"
1339297773000,1339298973000,"SLEW","FALSE"
1339298973000,1339299913000,"EARTH","FALSE"
1339299913000,1339301113000,"SLEW","FALSE"
1339301113000,1339306473000,"D4PNPO","FALSE"
1339306473000,1339307673000,"SLEW","FALSE"
1339307673000,1339316408000,"EARTH","FALSE"
1339316408000,1339318356000,"SLEW","FALSE"
1339318356000,1339323716000,"D4PNPO","FALSE"
1339323716000,1339324916000,"SLEW","FALSE"
1339324916000,1339340722000,"EARTH","FALSE"
1339340722000,1339341922000,"SLEW","FALSE"
1339341922000,1339345320000,"INERTIAL","FALSE"
1339345320000,1339346520000,"SLEW","FALSE"
1339346520000,1339369108000,"EARTH","FALSE"
1339369108000,1339370308000,"SLEW","FALSE"
1339370308000,1339374348000,"NADIR","FALSE"
1339374348000,1339375548000,"SLEW","FALSE"
1339375548000,1339380024000,"EARTH","FALSE"
1339380024000,1339385424000,"MAINTENANCE","FALSE"
1339385424000,1339387224000,"D1PVMC","FALSE"
1339387224000,1339389024000,"SLEW","FALSE"
1339389024000,1339394278000,"EARTH","FALSE"
1339394278000,1339395478000,"SLEW","FALSE"
1339395478000,1339399518000,"NADIR","FALSE"
1339399518000,1339400718000,"SLEW","FALSE"
1339400718000,1339416619000,"EARTH","FALSE"
1339416619000,1339418483000,"SLEW","FALSE"
1339418483000,1339423843000,"D4PNPO","FALSE"
1339423843000,1339425043000,"SLEW","FALSE"
1339425043000,1339425983000,"EARTH","FALSE"
1339425983000,1339427183000,"SLEW","FALSE"
1339427183000,1339432063000,"D4PNPO","FALSE"
1339432063000,1339433263000,"SLEW","FALSE"
1339433263000,1339434187000,"EARTH","FALSE"
1339434187000,1339435387000,"SLEW","FALSE"
1339435387000,1339436367000,"INERTIAL","FALSE"
1339436367000,1339437567000,"SLEW","FALSE"
1339437567000,1339443541000,"EARTH","FALSE"
1339443541000,1339444741000,"SLEW","FALSE"
1339444741000,1339445421000,"INERTIAL","FALSE"
1339445421000,1339446621000,"SLEW","FALSE"
1339446621000,1339455522000,"EARTH","FALSE"
1339455522000,1339460922000,"MAINTENANCE","FALSE"
1339460922000,1339462722000,"D1PVMC","FALSE"
1339462722000,1339464522000,"SLEW","FALSE"
1339464522000,1339468143000,"EARTH","FALSE"
1339468143000,1339469894000,"SLEW","FALSE"
1339469894000,1339473934000,"NADIR","FALSE"
1339473934000,1339475134000,"SLEW","FALSE"
1339475134000,1339492614000,"EARTH","FALSE"
1339492614000,1339494516000,"SLEW","FALSE"
1339494516000,1339497296000,"ACROSS_TRACK","FALSE"
1339497296000,1339498496000,"SLEW","FALSE"
1339498496000,1339499396000,"EARTH","FALSE"
1339499396000,1339501196000,"SLEW","FALSE"
1339501196000,1339514996000,"WARMUP","FALSE"
1339514996000,1339516796000,"SLEW","FALSE"
1339516796000,1339517696000,"EARTH","FALSE"
1339517696000,1339519685000,"SLEW","FALSE"
1339519685000,1339525045000,"D4PNPO","FALSE"
1339525045000,1339526245000,"SLEW","FALSE"
1339526245000,1339545267000,"EARTH","FALSE"
1339545267000,1339546469000,"SLEW","FALSE"
1339546469000,1339550509000,"NADIR","FALSE"
1339550509000,1339551709000,"SLEW","FALSE"
1339551709000,1339556185000,"EARTH","FALSE"
1339556185000,1339561585000,"MAINTENANCE","FALSE"
1339561585000,1339568797000,"EARTH","FALSE"
1339568797000,1339570559000,"SLEW","FALSE"
1339570559000,1339574599000,"NADIR","FALSE"
1339574599000,1339575799000,"SLEW","FALSE"
1339575799000,1339580237000,"EARTH","FALSE"
1339580237000,1339581437000,"SLEW","FALSE"
1339581437000,1339582237000,"INERTIAL","FALSE"
1339582237000,1339583437000,"SLEW","FALSE"
1339583437000,1339584384000,"EARTH","FALSE"
1339584384000,1339585584000,"SLEW","FALSE"
1339585584000,1339589864000,"D4PNPO","FALSE"
1339589864000,1339591142000,"SLEW","FALSE"
1339591142000,1339592097000,"EARTH","FALSE"
1339592097000,1339593606000,"SLEW","FALSE"
1339593606000,1339594406000,"INERTIAL","FALSE"
1339594406000,1339596078000,"SLEW","FALSE"
1339596078000,1339601444000,"INERTIAL","FALSE"
1339601444000,1339602644000,"SLEW","FALSE"
1339602644000,1339613967000,"EARTH","FALSE"
1339613967000,1339616149000,"SLEW","FALSE"
1339616149000,1339617129000,"INERTIAL","FALSE"
1339617129000,1339620349000,"SLEW","FALSE"
1339620349000,1339623729000,"D4PNPO","FALSE"
1339623729000,1339624929000,"SLEW","FALSE"
1339624929000,1339626074000,"EARTH","FALSE"
1339626074000,1339627279000,"SLEW","FALSE"
1339627279000,1339627959000,"INERTIAL","FALSE"
1339627959000,1339629159000,"SLEW","FALSE"
1339629159000,1339631683000,"EARTH","FALSE"
1339631683000,1339637083000,"MAINTENANCE","FALSE"
1339637083000,1339640922000,"EARTH","FALSE"
1339640922000,1339642340000,"SLEW","FALSE"
1339642340000,1339643440000,"INERTIAL","FALSE"
1339643440000,1339644858000,"SLEW","FALSE"
1339644858000,1339645934000,"EARTH","FALSE"
1339645934000,1339647134000,"SLEW","FALSE"
1339647134000,1339651174000,"NADIR","FALSE"
1339651174000,1339652374000,"SLEW","FALSE"
1339652374000,1339668306000,"EARTH","FALSE"
1339668306000,1339670137000,"SLEW","FALSE"
1339670137000,1339675497000,"D4PNPO","FALSE"
1339675497000,1339676697000,"SLEW","FALSE"
1339676697000,1339683666000,"EARTH","FALSE"
1339683666000,1339684866000,"SLEW","FALSE"
1339684866000,1339688306000,"INERTIAL","FALSE"
1339688306000,1339689506000,"SLEW","FALSE"
1339689506000,1339693817000,"EARTH","FALSE"
1339693817000,1339695846000,"SLEW","FALSE"
1339695846000,1339701206000,"D4PNPO","FALSE"
1339701206000,1339702406000,"SLEW","FALSE"
1339702406000,1339721430000,"EARTH","FALSE"
1339721430000,1339722630000,"SLEW","FALSE"
1339722630000,1339726670000,"NADIR","FALSE"
1339726670000,1339727870000,"SLEW","FALSE"
1339727870000,1339732346000,"EARTH","FALSE"
1339732346000,1339737746000,"MAINTENANCE","FALSE"
1339737746000,1339739546000,"D1PVMC","FALSE"
1339739546000,1339741346000,"SLEW","FALSE"
1339741346000,1339744939000,"EARTH","FALSE"
1339744939000,1339746720000,"SLEW","FALSE"
1339746720000,1339750760000,"NADIR","FALSE"
1339750760000,1339751960000,"SLEW","FALSE"
1339751960000,1339769140000,"EARTH","FALSE"
1339769140000,1339771201000,"SLEW","FALSE"
1339771201000,1339776165000,"INERTIAL","FALSE"
1339776165000,1339778226000,"SLEW","FALSE"
1339778226000,1339794594000,"EARTH","FALSE"
1339794594000,1339796511000,"SLEW","FALSE"
1339796511000,1339799291000,"NADIR","FALSE"
1339799291000,1339800491000,"SLEW","FALSE"
1339800491000,1339807844000,"EARTH","FALSE"
1339807844000,1339813244000,"MAINTENANCE","FALSE"
1339813244000,1339815044000,"D1PVMC","FALSE"
1339815044000,1339816844000,"SLEW","FALSE"
1339816844000,1339823037000,"EARTH","FALSE"
1339823037000,1339824237000,"SLEW","FALSE"
1339824237000,1339826177000,"D2PLND","FALSE"
1339826177000,1339827377000,"SLEW","FALSE"
1339827377000,1339844771000,"EARTH","FALSE"
1339844771000,1339846839000,"SLEW","FALSE"
1339846839000,1339852199000,"D4PNPO","FALSE"
1339852199000,1339853399000,"SLEW","FALSE"
1339853399000,1339855059000,"EARTH","FALSE"
1339855059000,1339856259000,"SLEW","FALSE"
1339856259000,1339860599000,"INERTIAL","FALSE"
1339860599000,1339861799000,"SLEW","FALSE"
1339861799000,1339869193000,"EARTH","FALSE"
1339869193000,1339870393000,"SLEW","FALSE"
1339870393000,1339873875000,"INERTIAL","FALSE"
1339873875000,1339875075000,"SLEW","FALSE"
1339875075000,1339875975000,"EARTH","FALSE"
1339875975000,1339877775000,"SLEW","FALSE"
1339877775000,1339883340000,"WARMUP","FALSE"
1339883340000,1339888740000,"MAINTENANCE","FALSE"
1339888740000,1339897591000,"EARTH","FALSE"
1339897591000,1339898791000,"SLEW","FALSE"
1339898791000,1339902831000,"NADIR","FALSE"
1339902831000,1339904031000,"SLEW","FALSE"
1339904031000,1339917751000,"EARTH","FALSE"
1339917751000,1339919048000,"SLEW","FALSE"
1339919048000,1339919848000,"INERTIAL","FALSE"
1339919848000,1339921145000,"SLEW","FALSE"
1339921145000,1339922762000,"EARTH","FALSE"
1339922762000,1339923962000,"SLEW","FALSE"
1339923962000,1339928002000,"NADIR","FALSE"
1339928002000,1339929202000,"SLEW","FALSE"
1339929202000,1339938177000,"EARTH","FALSE"
1339938177000,1339939377000,"SLEW","FALSE"
1339939377000,1339940537000,"INERTIAL","FALSE"
1339940537000,1339941737000,"SLEW","FALSE"
1339941737000,1339945579000,"EARTH","FALSE"
1339945579000,1339947507000,"SLEW","FALSE"
1339947507000,1339950287000,"ACROSS_TRACK","FALSE"
1339950287000,1339951487000,"SLEW","FALSE"
1339951487000,1339970570000,"EARTH","FALSE"
1339970570000,1339972673000,"SLEW","FALSE"
1339972673000,1339978033000,"D4PNPO","FALSE"
1339978033000,1339979233000,"SLEW","FALSE"
1339979233000,1339984006000,"EARTH","FALSE"
1339984006000,1339989406000,"MAINTENANCE","FALSE"
1339989406000,1339991206000,"D1PVMC","FALSE"
1339991206000,1339993006000,"SLEW","FALSE"
1339993006000,1339996554000,"EARTH","FALSE"
1339996554000,1339998378000,"SLEW","FALSE"
1339998378000,1340002418000,"ACROSS_TRACK","FALSE"
1340002418000,1340003618000,"SLEW","FALSE"
1340003618000,1340021802000,"EARTH","FALSE"
1340021802000,1340023002000,"SLEW","FALSE"
1340023002000,1340028362000,"INERTIAL","FALSE"
1340028362000,1340029562000,"SLEW","FALSE"
1340029562000,1340031582000,"EARTH","FALSE"
1340031582000,1340032782000,"SLEW","FALSE"
1340032782000,1340033462000,"INERTIAL","FALSE"
1340033462000,1340034662000,"SLEW","FALSE"
1340034662000,1340037190000,"EARTH","FALSE"
1340037190000,1340038390000,"SLEW","FALSE"
1340038390000,1340043630000,"D4PNPO","FALSE"
1340043630000,1340044923000,"SLEW","FALSE"
1340044923000,1340045994000,"EARTH","FALSE"
1340045994000,1340047612000,"SLEW","FALSE"
1340047612000,1340048532000,"INERTIAL","FALSE"
1340048532000,1340050150000,"SLEW","FALSE"
1340050150000,1340051050000,"EARTH","FALSE"
1340051050000,1340052850000,"SLEW","FALSE"
1340052850000,1340059504000,"WARMUP","FALSE"
1340059504000,1340064904000,"MAINTENANCE","FALSE"
1340064904000,1340073090000,"EARTH","FALSE"
1340073090000,1340074715000,"SLEW","FALSE"
1340074715000,1340078395000,"NADIR","FALSE"
1340078395000,1340079595000,"SLEW","FALSE"
1340079595000,1340098926000,"EARTH","FALSE"
1340098926000,1340100126000,"SLEW","FALSE"
1340100126000,1340104166000,"NADIR","FALSE"
1340104166000,1340105366000,"SLEW","FALSE"
1340105366000,1340106266000,"EARTH","FALSE"
1340106266000,1340108066000,"SLEW","FALSE"
1340108066000,1340118157000,"WARMUP","FALSE"
1340118157000,1340119957000,"SLEW","FALSE"
1340119957000,1340120857000,"EARTH","FALSE"
1340120857000,1340122057000,"SLEW","FALSE"
1340122057000,1340125623000,"INERTIAL","FALSE"
1340125623000,1340126823000,"SLEW","FALSE"
1340126823000,1340146683000,"EARTH","FALSE"
1340146683000,1340148838000,"SLEW","FALSE"
1340148838000,1340152818000,"D4PNPO","FALSE"
1340152818000,1340154018000,"SLEW","FALSE"
1340154018000,1340155004000,"EARTH","FALSE"
